manufacturer_name,product_name,price,price_date
"Kiehn, Rau and Hintz","Product 285",59.1620,2026-04-20
Franecki-Nikolaus,"Product 286",41.4363,2026-04-20
Franecki-Nikolaus,"Product 286",69.3815,2026-04-23
"Zulauf, Wintheiser and Altenwerth","Product 287",11.8633,2026-04-20
"Zulauf, Wintheiser and Altenwerth","Product 287",76.2242,2026-04-20
"Zulauf, Wintheiser and Altenwerth","Product 289",33.8879,2026-04-23
"Zulauf, Wintheiser and Altenwerth","Product 289",83.6727,2026-04-20
"Schmidt, Wiegand and Grimes","Product 290",47.1675,2026-04-20
"Schmidt, Wiegand and Grimes","Product 290",56.1020,2026-04-20
"McDermott Group","Product 291",83.2125,2026-04-23
"McDermott Group","Product 291",83.2125,2026-04-23
"Rath Group","Product 292",14.6955,2026-04-20
"Rath Group","Product 292",92.0046,2026-04-23
"Kiehn, Rau and Hintz","Product 293",9.2183,2026-04-20
"Kiehn, Rau and Hintz","Product 293",39.9930,2026-04-23
O'Reilly-Johnston,"Product 294",77.9082,2026-04-23
O'Reilly-Johnston,"Product 294",77.9082,2026-04-23
Schowalter-McGlynn,"Product 295",19.3518,2026-04-20
Schowalter-McGlynn,"Product 295",69.5971,2026-04-23
"Vandervort, O'Keefe and West","Product 296",24.0157,2026-04-23
"Vandervort, O'Keefe and West","Product 296",24.0157,2026-04-23
"Cummerata Inc","Product 298",4.9289,2026-04-20
"Cummerata Inc","Product 298",48.0345,2026-04-20
"Rath Group","Product 299",54.4988,2026-04-23
"Rath Group","Product 299",54.4988,2026-04-23
Schowalter-McGlynn,"Product 301",41.2265,2026-04-20
Schowalter-McGlynn,"Product 301",41.2265,2026-04-20
"Wolff Ltd","Product 302",52.1024,2026-04-20
"Wolff Ltd","Product 302",99.6091,2026-04-20
"Schmidt, Wiegand and Grimes","Product 303",16.4515,2026-04-23
"Schmidt, Wiegand and Grimes","Product 303",86.8766,2026-04-20
"Wuckert LLC","Product 304",23.8120,2026-04-23
"Wuckert LLC","Product 304",23.8120,2026-04-23
"Jacobi Group","Product 305",24.3104,2026-04-20
"Jacobi Group","Product 305",96.4291,2026-04-20
"Howe and Sons","Product 306",52.0031,2026-04-20
"Howe and Sons","Product 306",53.7328,2026-04-23
Fadel-Jerde,"Product 307",14.9443,2026-04-20
Fadel-Jerde,"Product 307",47.0679,2026-04-20
"Toy, Kutch and Mraz","Product 309",90.2959,2026-04-20
"Toy, Kutch and Mraz","Product 309",90.2959,2026-04-20
"Rath Group","Product 310",5.7536,2026-04-23
"Rath Group","Product 310",33.2552,2026-04-20
"Jerde, Pfannerstill and Jast","Product 311",65.1344,2026-04-20
"Jerde, Pfannerstill and Jast","Product 311",65.1344,2026-04-20
"Corkery and Sons","Product 312",33.1779,2026-04-23
"Corkery and Sons","Product 312",64.5780,2026-04-20
"Konopelski PLC","Product 313",6.2568,2026-04-23
"Konopelski PLC","Product 313",6.2568,2026-04-23
O'Reilly-Johnston,"Product 314",57.3358,2026-04-20
O'Reilly-Johnston,"Product 314",99.1798,2026-04-23
"Rodriguez, Price and Wisozk","Product 315",59.9060,2026-04-23
"Rodriguez, Price and Wisozk","Product 315",96.7171,2026-04-20
"Konopelski PLC","Product 319",21.2762,2026-04-20
"Konopelski PLC","Product 319",22.3532,2026-04-20
"Carroll, Franecki and Block","Product 320",19.2367,2026-04-23
"Carroll, Franecki and Block","Product 320",19.2367,2026-04-23
"Wolff Ltd","Product 323",7.7972,2026-04-20
"Wolff Ltd","Product 323",78.4565,2026-04-20
Fadel-Jerde,"Product 324",6.3389,2026-04-20
Fadel-Jerde,"Product 324",9.8154,2026-04-23
"McDermott Group","Product 325",30.1839,2026-04-20
"McDermott Group","Product 325",90.1715,2026-04-20
Franecki-Nikolaus,"Product 326",21.4152,2026-04-20
Franecki-Nikolaus,"Product 326",39.3779,2026-04-23
"Gusikowski, Kohler and Kiehn","Product 328",98.6809,2026-04-23
"Gusikowski, Kohler and Kiehn","Product 328",98.6809,2026-04-23
Kautzer-Wintheiser,"Product 330",26.1665,2026-04-23
Kautzer-Wintheiser,"Product 330",91.5742,2026-04-20
"Schmidt, Wiegand and Grimes","Product 331",23.5148,2026-04-23
"Schmidt, Wiegand and Grimes","Product 331",74.0712,2026-04-20
"Friesen Group","Product 332",17.8945,2026-04-23
"Friesen Group","Product 332",17.8945,2026-04-23
Douglas-Lehner,"Product 334",3.9579,2026-04-23
Douglas-Lehner,"Product 334",67.9294,2026-04-20
"Howe and Sons","Product 336",35.1324,2026-04-20
"Howe and Sons","Product 336",35.1324,2026-04-20
"Cummerata Inc","Product 337",32.0837,2026-04-20
"Cummerata Inc","Product 337",77.2126,2026-04-23
Gottlieb-Hill,"Product 339",9.9082,2026-04-20
Gottlieb-Hill,"Product 339",9.9082,2026-04-20
"McClure, Kuhic and Rolfson","Product 340",21.6809,2026-04-20
"McClure, Kuhic and Rolfson","Product 340",53.1705,2026-04-20
"Schmidt, Wiegand and Grimes","Product 341",47.4998,2026-04-20
"Schmidt, Wiegand and Grimes","Product 341",98.6007,2026-04-23
"Cormier, Spinka and Mante","Product 342",7.1157,2026-04-20
"Cormier, Spinka and Mante","Product 342",10.1214,2026-04-20
"Mertz, Lowe and Abernathy","Product 343",18.2519,2026-04-23
"Mertz, Lowe and Abernathy","Product 343",78.7322,2026-04-20
"Collier, Hirthe and Maggio","Product 344",37.1903,2026-04-20
"Collier, Hirthe and Maggio","Product 344",80.3329,2026-04-20
"Howe and Sons","Product 345",74.5966,2026-04-23
"Howe and Sons","Product 345",84.2632,2026-04-20
Gottlieb-Hill,"Product 346",90.2593,2026-04-20
Gottlieb-Hill,"Product 346",98.1054,2026-04-20
Kautzer-Wintheiser,"Product 347",5.8744,2026-04-20
Kautzer-Wintheiser,"Product 347",13.7588,2026-04-23
"Collier, Hirthe and Maggio","Product 348",16.3246,2026-04-20
"Collier, Hirthe and Maggio","Product 348",85.5276,2026-04-20
Douglas-Lehner,"Product 349",75.5061,2026-04-20
Douglas-Lehner,"Product 349",75.5061,2026-04-20
"Ernser, Grady and Batz","Product 350",7.1783,2026-04-20
"Ernser, Grady and Batz","Product 350",98.9265,2026-04-20
Fadel-Jerde,"Product 351",38.6635,2026-04-20
Fadel-Jerde,"Product 351",82.3091,2026-04-20
"Lueilwitz and Sons","Product 353",4.2556,2026-04-20
"Lueilwitz and Sons","Product 353",83.0171,2026-04-23
"Zboncak, Bradtke and Hayes","Product 355",1.0122,2026-04-20
"Zboncak, Bradtke and Hayes","Product 355",86.1286,2026-04-20
Upton-Skiles,"Product 357",20.8265,2026-04-20
Upton-Skiles,"Product 357",83.9754,2026-04-23
"Collier, Hirthe and Maggio","Product 358",52.7168,2026-04-20
"Collier, Hirthe and Maggio","Product 358",57.2413,2026-04-23
"Turcotte, Daniel and Harber","Product 359",19.1690,2026-04-23
"Turcotte, Daniel and Harber","Product 359",19.1690,2026-04-23
"Konopelski PLC","Product 360",15.1515,2026-04-20
"Konopelski PLC","Product 360",15.1515,2026-04-20
"Hill, Nikolaus and Watsica","Product 362",1.4078,2026-04-20
"Hill, Nikolaus and Watsica","Product 362",22.5878,2026-04-23
"Corkery and Sons","Product 363",43.4507,2026-04-20
"Corkery and Sons","Product 363",98.7298,2026-04-23
O'Reilly-Johnston,"Product 364",9.6493,2026-04-20
O'Reilly-Johnston,"Product 364",14.2911,2026-04-20
"Kuphal, Mraz and Gusikowski","Product 366",37.8223,2026-04-20
"Kuphal, Mraz and Gusikowski","Product 366",37.8223,2026-04-20
"Carroll, Franecki and Block","Product 367",11.1940,2026-04-20
"Carroll, Franecki and Block","Product 367",89.8802,2026-04-23
"Konopelski PLC","Product 368",22.1593,2026-04-20
"Konopelski PLC","Product 368",64.9327,2026-04-20
"Kiehn, Rau and Hintz","Product 370",62.7753,2026-04-20
"Kiehn, Rau and Hintz","Product 370",62.7753,2026-04-20
Gottlieb-Hill,"Product 371",68.1129,2026-04-20
Gottlieb-Hill,"Product 371",91.5482,2026-04-23
"McDermott Group","Product 372",72.8594,2026-04-23
"McDermott Group","Product 372",72.8594,2026-04-23
Hessel-Hermiston,"Product 373",18.6003,2026-04-20
Hessel-Hermiston,"Product 373",84.3141,2026-04-20
"Wuckert LLC","Product 374",93.0841,2026-04-20
"Wuckert LLC","Product 374",93.0841,2026-04-20
Kautzer-Wintheiser,"Product 375",64.7646,2026-04-20
Kautzer-Wintheiser,"Product 375",83.5204,2026-04-20
Douglas-Lehner,"Product 376",47.6239,2026-04-20
Douglas-Lehner,"Product 376",85.3011,2026-04-20
"Carroll, Franecki and Block","Product 377",8.9812,2026-04-20
"Carroll, Franecki and Block","Product 377",61.6849,2026-04-23
Keebler-Nolan,"Product 378",72.3885,2026-04-20
Keebler-Nolan,"Product 378",72.3885,2026-04-20
"Cormier, Spinka and Mante","Product 379",9.3071,2026-04-20
"Cormier, Spinka and Mante","Product 379",49.4588,2026-04-20
"Jacobi Group","Product 380",62.2397,2026-04-23
"Jacobi Group","Product 380",62.2397,2026-04-23
"Wolff Ltd","Product 381",37.2074,2026-04-20
"Wolff Ltd","Product 381",86.0299,2026-04-20
"Beatty LLC","Product 382",19.0415,2026-04-20
"Beatty LLC","Product 382",33.3124,2026-04-20
"Collier, Hirthe and Maggio","Product 383",20.9345,2026-04-23
"Collier, Hirthe and Maggio","Product 383",20.9345,2026-04-23
"Gusikowski, Kohler and Kiehn","Product 384",4.3560,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 384",26.5927,2026-04-20
"McDermott Group","Product 388",51.2713,2026-04-20
"McDermott Group","Product 388",51.2713,2026-04-20
"Jacobi Group","Product 389",18.9246,2026-04-23
"Jacobi Group","Product 389",95.9634,2026-04-20
"Wuckert LLC","Product 390",84.0594,2026-04-20
"Wuckert LLC","Product 390",84.0594,2026-04-20
"Hermann, Frami and Ledner","Product 391",11.4281,2026-04-20
"Hermann, Frami and Ledner","Product 391",13.2768,2026-04-20
Gottlieb-Hill,"Product 392",80.7381,2026-04-20
Gottlieb-Hill,"Product 392",80.7381,2026-04-20
"Friesen Group","Product 393",45.5456,2026-04-23
"Friesen Group","Product 393",90.9847,2026-04-20
Hessel-Hermiston,"Product 396",87.7170,2026-04-20
Hessel-Hermiston,"Product 396",88.9174,2026-04-23
"Jerde, Pfannerstill and Jast","Product 397",5.0250,2026-04-23
"Jerde, Pfannerstill and Jast","Product 397",5.0250,2026-04-23
"Gusikowski, Kohler and Kiehn","Product 398",37.5165,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 398",91.1505,2026-04-20
"Friesen Group","Product 399",32.3626,2026-04-20
"Friesen Group","Product 399",32.3626,2026-04-20
"Zboncak, Bradtke and Hayes","Product 400",24.2522,2026-04-20
"Zboncak, Bradtke and Hayes","Product 400",55.0906,2026-04-23
"Carroll, Franecki and Block","Product 401",32.5282,2026-04-20
"Carroll, Franecki and Block","Product 401",68.2009,2026-04-20
"Ernser, Grady and Batz","Product 402",22.1330,2026-04-20
"Ernser, Grady and Batz","Product 402",88.6750,2026-04-20
"Collier, Hirthe and Maggio","Product 403",34.1629,2026-04-20
"Collier, Hirthe and Maggio","Product 403",34.1629,2026-04-20
"Zboncak, Bradtke and Hayes","Product 404",37.9871,2026-04-23
"Zboncak, Bradtke and Hayes","Product 404",47.5544,2026-04-20
Keebler-Nolan,"Product 405",68.3896,2026-04-23
Keebler-Nolan,"Product 405",68.3896,2026-04-23
Keebler-Nolan,"Product 406",27.7215,2026-04-23
Keebler-Nolan,"Product 406",27.7215,2026-04-23
"Howe and Sons","Product 407",11.6664,2026-04-20
"Howe and Sons","Product 407",96.6348,2026-04-20
"McDermott Group","Product 408",96.1158,2026-04-20
"McDermott Group","Product 408",96.1158,2026-04-20
"Wolff Ltd","Product 409",29.3327,2026-04-23
"Wolff Ltd","Product 409",29.3327,2026-04-23
Kautzer-Wintheiser,"Product 410",6.1636,2026-04-23
Kautzer-Wintheiser,"Product 410",6.1636,2026-04-23
"Abernathy, Lind and Fritsch","Product 411",26.6235,2026-04-23
"Abernathy, Lind and Fritsch","Product 411",26.6235,2026-04-23
"Toy, Kutch and Mraz","Product 413",9.2045,2026-04-20
"Toy, Kutch and Mraz","Product 413",77.1175,2026-04-23
"Toy, Kutch and Mraz","Product 414",35.9873,2026-04-20
"Toy, Kutch and Mraz","Product 414",78.3249,2026-04-23
"Botsford, Koepp and Miller","Product 416",7.3488,2026-04-23
"Botsford, Koepp and Miller","Product 416",35.9801,2026-04-20
"Cormier, Spinka and Mante","Product 417",54.9516,2026-04-20
"Cormier, Spinka and Mante","Product 417",54.9516,2026-04-20
Schowalter-McGlynn,"Product 418",93.4958,2026-04-23
Schowalter-McGlynn,"Product 418",93.4958,2026-04-23
"Rath Group","Product 420",89.8739,2026-04-20
"Rath Group","Product 420",89.8739,2026-04-20
"Kuphal, Mraz and Gusikowski","Product 421",85.8820,2026-04-20
"Kuphal, Mraz and Gusikowski","Product 421",85.8820,2026-04-20
"Schmidt, Wiegand and Grimes","Product 422",62.6359,2026-04-23
"Schmidt, Wiegand and Grimes","Product 422",62.6359,2026-04-23
"Toy, Kutch and Mraz","Product 423",34.8828,2026-04-20
"Toy, Kutch and Mraz","Product 423",42.4634,2026-04-23
"Ernser, Grady and Batz","Product 424",9.2023,2026-04-23
"Ernser, Grady and Batz","Product 424",86.5835,2026-04-20
Douglas-Lehner,"Product 425",68.2899,2026-04-23
Douglas-Lehner,"Product 425",68.2899,2026-04-23
"McDermott Group","Product 426",54.1717,2026-04-23
"McDermott Group","Product 426",54.1717,2026-04-23
"Ernser, Grady and Batz","Product 427",8.9455,2026-04-23
"Ernser, Grady and Batz","Product 427",94.5286,2026-04-20
"McClure, Kuhic and Rolfson","Product 429",16.3499,2026-04-20
"McClure, Kuhic and Rolfson","Product 429",96.6211,2026-04-20
"McClure, Kuhic and Rolfson","Product 430",28.1820,2026-04-23
"McClure, Kuhic and Rolfson","Product 430",64.0653,2026-04-20
Upton-Skiles,"Product 431",50.3084,2026-04-20
Upton-Skiles,"Product 431",67.7931,2026-04-23
Gottlieb-Hill,"Product 432",86.5215,2026-04-20
Gottlieb-Hill,"Product 432",97.7271,2026-04-20
"Ernser, Grady and Batz","Product 433",32.3246,2026-04-20
"Ernser, Grady and Batz","Product 433",32.3246,2026-04-20
Hessel-Hermiston,"Product 434",24.0605,2026-04-20
Hessel-Hermiston,"Product 434",96.6886,2026-04-23
Keebler-Nolan,"Product 435",45.4039,2026-04-23
Keebler-Nolan,"Product 435",70.4266,2026-04-20
"Torphy, Cruickshank and Kunze","Product 436",46.8499,2026-04-20
"Torphy, Cruickshank and Kunze","Product 436",46.8499,2026-04-20
"Greenfelder, Leffler and Greenfelder","Product 438",11.5911,2026-04-20
"Greenfelder, Leffler and Greenfelder","Product 438",90.6668,2026-04-23
"Carroll, Franecki and Block","Product 439",85.4186,2026-04-20
"Carroll, Franecki and Block","Product 439",85.4186,2026-04-20
"Wuckert LLC","Product 440",44.4956,2026-04-23
"Wuckert LLC","Product 440",44.4956,2026-04-23
Keebler-Nolan,"Product 442",61.7136,2026-04-20
Keebler-Nolan,"Product 442",61.7136,2026-04-20
"McDermott Group","Product 444",42.7957,2026-04-20
"McDermott Group","Product 444",42.7957,2026-04-20
"Jerde, Pfannerstill and Jast","Product 446",24.1912,2026-04-20
"Jerde, Pfannerstill and Jast","Product 446",24.1912,2026-04-20
"Ernser, Grady and Batz","Product 447",14.8260,2026-04-23
"Ernser, Grady and Batz","Product 447",49.4473,2026-04-20
"Lueilwitz and Sons","Product 448",42.9371,2026-04-20
"Lueilwitz and Sons","Product 448",74.9845,2026-04-20
Schowalter-McGlynn,"Product 449",37.6185,2026-04-20
Schowalter-McGlynn,"Product 449",37.6185,2026-04-20
Schowalter-McGlynn,"Product 451",40.7354,2026-04-23
Schowalter-McGlynn,"Product 451",40.7354,2026-04-23
Douglas-Lehner,"Product 452",17.3926,2026-04-20
Douglas-Lehner,"Product 452",61.4975,2026-04-20
Kuvalis-Labadie,"Product 454",34.2293,2026-04-23
Kuvalis-Labadie,"Product 454",34.2293,2026-04-23
Fadel-Jerde,"Product 455",9.0273,2026-04-20
Fadel-Jerde,"Product 455",77.6717,2026-04-20
"Metz Inc","Product 458",11.9207,2026-04-20
"Metz Inc","Product 458",11.9207,2026-04-20
"Torphy, Cruickshank and Kunze","Product 459",80.5546,2026-04-23
"Torphy, Cruickshank and Kunze","Product 459",80.5546,2026-04-23
"Turcotte, Daniel and Harber","Product 460",1.7077,2026-04-20
"Turcotte, Daniel and Harber","Product 460",86.7166,2026-04-20
Keebler-Nolan,"Product 461",11.2601,2026-04-20
Keebler-Nolan,"Product 461",11.2601,2026-04-20
"Hill, Nikolaus and Watsica","Product 462",36.7040,2026-04-20
"Hill, Nikolaus and Watsica","Product 462",36.7040,2026-04-20
"Cormier, Spinka and Mante","Product 463",22.7627,2026-04-20
"Cormier, Spinka and Mante","Product 463",35.8326,2026-04-20
"Konopelski PLC","Product 464",44.6346,2026-04-23
"Konopelski PLC","Product 464",88.2205,2026-04-20
"Ernser, Grady and Batz","Product 465",22.7921,2026-04-23
"Ernser, Grady and Batz","Product 465",22.7921,2026-04-23
"Lueilwitz and Sons","Product 466",20.4257,2026-04-23
"Lueilwitz and Sons","Product 466",25.0996,2026-04-20
"Schmidt, Wiegand and Grimes","Product 467",7.2075,2026-04-23
"Schmidt, Wiegand and Grimes","Product 467",99.6221,2026-04-20
"McClure, Kuhic and Rolfson","Product 468",25.8555,2026-04-20
"McClure, Kuhic and Rolfson","Product 468",78.9209,2026-04-23
"Kuphal, Mraz and Gusikowski","Product 469",15.0232,2026-04-20
"Kuphal, Mraz and Gusikowski","Product 469",73.5884,2026-04-23
Upton-Skiles,"Product 470",39.9071,2026-04-23
Upton-Skiles,"Product 470",48.5332,2026-04-20
Gottlieb-Hill,"Product 471",32.2105,2026-04-20
Gottlieb-Hill,"Product 471",86.8876,2026-04-20
"Botsford, Koepp and Miller","Product 472",57.4100,2026-04-23
"Botsford, Koepp and Miller","Product 472",57.4100,2026-04-23
"Metz Inc","Product 474",22.9377,2026-04-20
"Metz Inc","Product 474",59.5393,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 475",12.2957,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 475",67.4348,2026-04-20
"Toy, Kutch and Mraz","Product 476",11.6279,2026-04-20
"Toy, Kutch and Mraz","Product 476",11.6279,2026-04-20
Upton-Skiles,"Product 477",55.0397,2026-04-23
Upton-Skiles,"Product 477",71.1520,2026-04-20
Fadel-Jerde,"Product 479",95.9231,2026-04-20
Fadel-Jerde,"Product 479",98.8251,2026-04-23
"Hill, Nikolaus and Watsica","Product 480",15.3070,2026-04-20
"Hill, Nikolaus and Watsica","Product 480",60.7534,2026-04-23
Hessel-Hermiston,"Product 482",12.9375,2026-04-23
Hessel-Hermiston,"Product 482",53.1418,2026-04-20
"Beatty LLC","Product 484",16.8593,2026-04-20
"Beatty LLC","Product 484",21.5543,2026-04-20
"Lueilwitz and Sons","Product 485",44.0472,2026-04-23
"Lueilwitz and Sons","Product 485",80.4000,2026-04-20
Keebler-Nolan,"Product 486",61.4314,2026-04-20
Keebler-Nolan,"Product 486",61.4314,2026-04-20
"Torphy, Cruickshank and Kunze","Product 487",58.4412,2026-04-20
"Torphy, Cruickshank and Kunze","Product 487",58.4412,2026-04-20
"Collier, Hirthe and Maggio","Product 488",49.0795,2026-04-20
"Collier, Hirthe and Maggio","Product 488",82.5119,2026-04-23
"McDermott Group","Product 489",16.2796,2026-04-20
"McDermott Group","Product 489",95.3160,2026-04-20
Fadel-Jerde,"Product 490",2.5463,2026-04-23
Fadel-Jerde,"Product 490",2.5463,2026-04-23
"Abernathy, Lind and Fritsch","Product 491",28.9533,2026-04-20
"Abernathy, Lind and Fritsch","Product 491",80.2682,2026-04-20
"Hermann, Frami and Ledner","Product 492",61.9347,2026-04-20
"Hermann, Frami and Ledner","Product 492",61.9347,2026-04-20
"Howe and Sons","Product 493",9.0013,2026-04-20
"Howe and Sons","Product 493",93.6439,2026-04-23
"Konopelski PLC","Product 497",17.5798,2026-04-20
"Konopelski PLC","Product 497",94.7136,2026-04-20
Upton-Skiles,"Product 498",27.8448,2026-04-20
Upton-Skiles,"Product 498",48.6357,2026-04-20
"Botsford, Koepp and Miller","Product 499",56.7954,2026-04-20
"Botsford, Koepp and Miller","Product 499",90.1100,2026-04-23
Grady-Baumbach,"Product 500",59.0419,2026-04-23
Grady-Baumbach,"Product 500",59.0419,2026-04-23
"Abernathy, Lind and Fritsch","Product 501",57.7852,2026-04-20
"Abernathy, Lind and Fritsch","Product 501",83.9034,2026-04-23
"Botsford, Koepp and Miller","Product 502",29.2983,2026-04-20
"Botsford, Koepp and Miller","Product 502",60.6597,2026-04-20
"Botsford, Koepp and Miller","Product 504",9.7837,2026-04-20
"Botsford, Koepp and Miller","Product 504",99.3096,2026-04-20
Grady-Baumbach,"Product 505",34.7063,2026-04-23
Grady-Baumbach,"Product 505",67.0563,2026-04-20
"Greenfelder, Leffler and Greenfelder","Product 506",42.3646,2026-04-23
"Greenfelder, Leffler and Greenfelder","Product 506",42.3646,2026-04-23
"Carroll, Franecki and Block","Product 507",45.2574,2026-04-20
"Carroll, Franecki and Block","Product 507",90.3582,2026-04-20
Kuvalis-Labadie,"Product 508",7.9834,2026-04-23
Kuvalis-Labadie,"Product 508",52.1997,2026-04-20
"Botsford, Koepp and Miller","Product 509",15.0857,2026-04-23
"Botsford, Koepp and Miller","Product 509",15.0857,2026-04-23
"Friesen Group","Product 510",49.3883,2026-04-23
"Friesen Group","Product 510",78.3725,2026-04-20
"Greenfelder, Leffler and Greenfelder","Product 512",7.6345,2026-04-23
"Greenfelder, Leffler and Greenfelder","Product 512",96.3396,2026-04-20
"Abernathy, Lind and Fritsch","Product 513",25.5647,2026-04-20
"Abernathy, Lind and Fritsch","Product 513",75.8684,2026-04-20
"Zulauf, Wintheiser and Altenwerth","Product 514",45.0217,2026-04-20
"Zulauf, Wintheiser and Altenwerth","Product 514",45.0217,2026-04-20
"Kuphal, Mraz and Gusikowski","Product 516",23.4002,2026-04-23
"Kuphal, Mraz and Gusikowski","Product 516",23.4002,2026-04-23
"Leannon, Harber and Raynor","Product 517",74.7824,2026-04-23
"Leannon, Harber and Raynor","Product 517",74.7824,2026-04-23
"Ernser, Grady and Batz","Product 518",12.3759,2026-04-20
"Ernser, Grady and Batz","Product 518",43.4149,2026-04-20
"Konopelski PLC","Product 519",52.8779,2026-04-20
"Konopelski PLC","Product 519",78.1334,2026-04-20
"Torphy, Cruickshank and Kunze","Product 520",68.3970,2026-04-23
"Torphy, Cruickshank and Kunze","Product 520",68.3970,2026-04-23
Schowalter-McGlynn,"Product 521",81.7284,2026-04-23
Schowalter-McGlynn,"Product 521",81.7284,2026-04-23
"Torphy, Cruickshank and Kunze","Product 522",3.4016,2026-04-23
"Torphy, Cruickshank and Kunze","Product 522",64.5128,2026-04-20
"Wuckert LLC","Product 523",2.1181,2026-04-20
"Wuckert LLC","Product 523",58.7622,2026-04-23
"Lueilwitz and Sons","Product 526",66.0858,2026-04-20
"Lueilwitz and Sons","Product 526",66.0858,2026-04-20
"Turcotte, Daniel and Harber","Product 528",1.1726,2026-04-23
"Turcotte, Daniel and Harber","Product 528",1.1726,2026-04-23
"Rippin Group","Product 529",74.9441,2026-04-23
"Rippin Group","Product 529",74.9441,2026-04-23
"McClure, Kuhic and Rolfson","Product 530",21.2035,2026-04-20
"McClure, Kuhic and Rolfson","Product 530",81.4977,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 531",51.5758,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 531",70.4541,2026-04-20
"Botsford, Koepp and Miller","Product 532",21.9623,2026-04-23
"Botsford, Koepp and Miller","Product 532",59.8113,2026-04-20
"Vandervort, O'Keefe and West","Product 534",81.2923,2026-04-20
"Vandervort, O'Keefe and West","Product 534",81.2923,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 536",95.4196,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 536",95.4196,2026-04-20
"McClure, Kuhic and Rolfson","Product 538",14.7292,2026-04-20
"McClure, Kuhic and Rolfson","Product 538",95.7508,2026-04-23
"Hill, Nikolaus and Watsica","Product 539",13.8268,2026-04-20
"Hill, Nikolaus and Watsica","Product 539",93.3169,2026-04-20
"Howe and Sons","Product 541",96.7600,2026-04-20
"Howe and Sons","Product 541",96.7600,2026-04-20
"Zboncak, Bradtke and Hayes","Product 542",14.1709,2026-04-20
"Zboncak, Bradtke and Hayes","Product 542",16.6511,2026-04-20
"Gusikowski, Kohler and Kiehn","Product 543",10.3542,2026-04-23
"Gusikowski, Kohler and Kiehn","Product 543",99.5394,2026-04-20
"Zboncak, Bradtke and Hayes","Product 544",1.9339,2026-04-20
"Zboncak, Bradtke and Hayes","Product 544",1.9339,2026-04-20
"Konopelski PLC","Product 545",25.3559,2026-04-20
"Konopelski PLC","Product 545",84.4183,2026-04-23
"Kuphal, Mraz and Gusikowski","Product 546",16.2076,2026-04-20
"Kuphal, Mraz and Gusikowski","Product 546",16.2076,2026-04-20
Hessel-Hermiston,"Product 547",46.1788,2026-04-20
Hessel-Hermiston,"Product 547",55.6751,2026-04-23
"Metz Inc","Product 551",33.6587,2026-04-23
"Metz Inc","Product 551",45.3471,2026-04-20
Gottlieb-Hill,"Product 552",97.5920,2026-04-23
Gottlieb-Hill,"Product 552",97.5920,2026-04-23
Gottlieb-Hill,"Product 554",18.0281,2026-04-20
Gottlieb-Hill,"Product 554",30.0607,2026-04-23
"Rath Group","Product 555",17.6762,2026-04-20
"Rath Group","Product 555",43.1951,2026-04-23
"Hermann, Frami and Ledner","Product 557",45.7510,2026-04-20
"Hermann, Frami and Ledner","Product 557",46.5112,2026-04-23
"Wolff Ltd","Product 558",35.5514,2026-04-20
"Wolff Ltd","Product 558",35.5514,2026-04-20
"Wuckert LLC","Product 559",81.4206,2026-04-20
"Wuckert LLC","Product 559",97.1801,2026-04-20
"Hermann, Frami and Ledner","Product 560",40.5503,2026-04-20
"Hermann, Frami and Ledner","Product 560",71.3406,2026-04-23
"Schmidt, Wiegand and Grimes","Product 561",84.8683,2026-04-20
"Schmidt, Wiegand and Grimes","Product 561",84.8683,2026-04-20
"Schmidt, Wiegand and Grimes","Product 562",45.2542,2026-04-20
"Schmidt, Wiegand and Grimes","Product 562",57.5237,2026-04-20
Grady-Baumbach,"Product 563",4.3269,2026-04-20
Grady-Baumbach,"Product 563",97.5280,2026-04-23
"Rippin Group","Product 564",23.4446,2026-04-23
"Rippin Group","Product 564",48.2488,2026-04-20
"Lueilwitz and Sons","Product 565",15.7083,2026-04-20
"Lueilwitz and Sons","Product 565",45.0300,2026-04-20
"Vandervort, O'Keefe and West","Product 566",9.4672,2026-04-20
"Vandervort, O'Keefe and West","Product 566",74.6625,2026-04-23
"Corkery and Sons","Product 567",61.1119,2026-04-20
"Corkery and Sons","Product 567",86.6669,2026-04-20
"Lueilwitz and Sons","Product 568",13.7343,2026-04-20
"Lueilwitz and Sons","Product 568",82.5656,2026-04-23
"Corkery and Sons","Product 569",14.3843,2026-04-20
"Corkery and Sons","Product 569",67.8057,2026-04-20
"Collier, Hirthe and Maggio","Product 570",10.5571,2026-04-20
"Collier, Hirthe and Maggio","Product 570",53.5407,2026-04-20
"Wolff Ltd","Product 571",10.9029,2026-04-20
"Wolff Ltd","Product 571",76.5671,2026-04-20
"Leannon, Harber and Raynor","Product 572",22.5924,2026-04-23
"Leannon, Harber and Raynor","Product 572",39.9519,2026-04-20
"Rath Group","Product 573",4.3016,2026-04-20
"Rath Group","Product 573",82.3294,2026-04-23
"Torphy, Cruickshank and Kunze","Product 575",56.8496,2026-04-20
